,at,v,ap,rh,pe
1984,24.34,73.5,1011.31,84.15,440.29
1985,3.6,35.19,1018.73,99.1,488.98
1986,13.47,43.34,1012.75,87.04,468.8
1987,37.11,68.94,1006.23,31.15,429.25
1988,33.43,69.88,1006.86,44.84,435.59
1989,11.11,40.55,1023.91,87.12,476.37
1990,11.87,44.6,1018.81,84.68,468.47
1991,27.6,69.05,1003.87,42.01,436.08
1992,13.74,39.35,1014.82,77.48,471.11
1993,5.41,40.07,1019.16,64.77,495.24
1994,17.01,44.2,1019.18,61.23,457.26
1995,26.12,70.47,1009.93,72.13,434.67
1996,30.34,71.25,1000.94,67.29,431.18
1997,7.79,43.13,1019.67,85.35,484.42
1998,23.63,58.98,1010.99,81.16,444.43
1999,21.97,58.95,1017.78,76.95,443.61
2000,12.18,40.1,1016.67,91.87,471.49
2001,27.06,77.17,1008.71,90.6,432.2
2002,12.53,44.03,1007.21,84.2,470.04
2003,13.95,41.49,1019.95,86.46,465.24
2004,6.3,39.33,1010.63,94.26,489.95
2005,24.35,51.86,1014.34,67.22,442.81
2006,11.75,35.76,1018.99,57.92,473.01
2007,22.05,61.27,1019.6,58.83,447.95
2008,26.52,43.77,1011.49,46.98,440.31
2009,24.17,71.58,1010.16,89.96,436.27
2010,7.53,41.16,1023.19,91.28,475.7
2011,20.38,66.54,1013.95,77.8,448.93
2012,16.72,44.34,1019.26,63.77,465.89
2013,29.04,60.07,1015.42,46.15,440.43
2014,21.67,62.39,1007.98,92.96,445.85
2015,11.67,37.73,1021.2,68.88,473.54
2016,5.79,39.61,1021.64,85.41,489.6
2017,23.48,66.49,1014.41,62.61,450.05
2018,28.33,78.92,1011.15,70.04,432.67
2019,29.42,74.9,1004.11,64.53,434.66
2020,10.17,41.46,1020.01,84.86,482.36
2021,22.53,62.39,1007.84,86.4,450.08
2022,16.82,49.15,1020.68,72.07,462.22
2023,22.95,63.94,1013.91,81.52,438.33
2024,16.85,39.64,1008.82,80.81,464.2
2025,23.71,67.17,1007.27,90.2,440.65
2026,13.72,49.83,1006.88,89.49,463.65
2027,23.56,73.67,1007.13,87.1,439.27
2028,10.57,36.71,1022.11,82.39,472.62
2029,14.43,44.84,1024.34,84.0,467.45
2030,31.68,73.68,1014.85,64.0,431.11
2031,7.54,37.7,1014.58,78.43,481.56
2032,14.07,43.34,1015.79,86.0,463.77
2033,11.27,40.62,1017.03,61.94,471.26
2034,9.3,43.14,1010.99,88.12,477.02
2035,14.98,43.99,1022.66,83.34,462.32
2036,17.68,40.89,1011.24,61.37,462.08
2037,7.66,41.92,1031.96,82.48,485.11
2038,24.17,71.25,1003.9,90.36,435.66
2039,24.44,72.99,1008.38,91.66,435.47
2040,20.26,51.19,1008.9,93.47,448.1
2041,14.64,53.82,1016.33,60.59,463.18
2042,23.82,60.32,1016.61,75.29,445.0
2043,27.6,67.25,1017.78,54.25,438.42
2044,10.48,39.58,1011.81,88.86,472.61
2045,17.38,43.14,1011.09,61.9,459.02
2046,15.45,61.27,1019.87,79.21,456.59
2047,16.85,41.35,1006.14,79.21,463.37
2048,9.3,38.18,1017.19,71.51,480.14
2049,23.74,52.3,1008.88,76.34,444.4
2050,22.76,49.21,1014.35,48.85,448.73
2051,9.0,41.54,1018.83,79.61,484.08
2052,18.21,41.23,993.11,62.29,457.53
2053,3.38,39.64,1011.0,81.22,488.92
2054,9.76,41.01,1019.66,97.59,467.6
2055,28.68,61.86,1011.78,62.67,440.57
2056,27.01,43.21,1011.71,77.84,434.09
2057,26.88,59.21,1013.54,58.13,437.11
2058,16.69,44.78,1010.41,58.18,456.17
2059,23.22,63.07,1012.91,77.59,446.62
2060,14.43,41.76,1024.02,83.57,467.33
2061,17.27,40.55,1000.89,70.66,461.31
2062,9.83,41.17,1019.34,72.29,478.21
2063,21.96,69.94,1011.09,80.27,441.15
2064,16.56,42.99,1007.48,74.45,464.62
2065,10.4,42.44,1014.24,93.48,480.04
2066,9.55,43.99,1020.5,97.28,476.06
2067,32.13,69.98,1013.3,55.85,431.84
2068,9.88,37.83,1005.68,97.61,470.44
2069,23.09,63.76,1009.82,72.36,443.86
2070,30.71,68.27,1007.76,68.04,428.27
2071,12.21,41.67,1012.88,85.19,475.07
2072,18.9,60.07,1016.02,71.38,451.5
2073,12.99,41.93,1020.25,74.64,472.95
2074,19.48,58.66,1013.32,73.16,454.4
2075,22.86,60.08,1017.2,67.11,452.34
2076,11.96,43.41,1017.42,79.44,469.34
2077,18.48,58.59,1015.61,85.14,452.52
2078,16.59,39.54,1007.97,70.58,464.19
2079,27.43,64.96,999.72,67.94,431.21
2080,14.13,40.75,1016.05,72.41,471.44
2081,31.31,64.44,1014.24,51.08,438.14
2082,23.86,59.21,1013.02,73.6,441.22
2083,27.19,71.32,1008.97,88.43,437.92
2084,15.55,39.63,1004.98,89.82,466.83
2085,18.03,53.16,1013.06,82.03,458.04
2086,17.74,49.69,1006.09,80.7,457.05
2087,26.64,69.13,1010.6,79.23,430.41
2088,32.36,73.91,1003.88,59.84,431.92
2089,27.98,71.98,1005.58,81.0,428.44
2090,22.55,70.79,1006.19,92.56,436.43
2091,26.85,75.6,1017.43,74.55,433.48
2092,24.39,63.77,1013.3,77.53,443.65
2093,25.64,68.08,1011.06,71.06,431.77
2094,10.36,43.67,1011.95,78.15,477.23
2095,20.18,43.43,1011.31,65.11,450.09
2096,26.8,58.84,1001.2,65.03,445.76
2097,11.77,40.0,1021.08,85.08,475.49
2098,24.63,63.9,1014.53,75.24,440.23
2099,10.11,42.49,1010.22,82.11,483.56
2100,20.72,68.61,1011.25,87.1,447.89
2101,24.43,58.05,1011.88,71.39,445.68
2102,21.53,59.8,1016.46,74.72,454.99
2103,14.66,47.83,1006.15,91.98,461.46
2104,13.24,54.3,1017.05,81.99,467.81
2105,29.56,52.84,1006.09,42.17,436.46
2106,13.61,42.34,1017.78,88.84,466.17
2107,27.14,75.23,1011.47,63.14,439.33
2108,10.84,40.27,1005.24,87.27,479.22
2109,12.72,39.13,1008.36,92.59,467.28
2110,23.72,70.47,1010.65,75.39,438.5
2111,30.26,72.58,1007.0,65.51,425.71
2112,8.58,38.38,1021.03,84.37,482.26
2113,16.55,46.18,1009.97,96.54,455.8
2114,25.86,76.2,1005.73,69.35,438.75
2115,21.12,63.56,1014.16,81.42,445.9
2116,18.27,65.94,1013.09,84.72,450.33
2117,16.72,44.78,1007.75,56.79,453.39
2118,24.66,69.94,1006.56,60.91,432.68
2119,28.57,65.27,1013.27,51.11,440.51
2120,23.63,63.57,1011.05,87.96,449.01
2121,25.55,58.95,1017.12,51.84,442.3
2122,23.68,49.02,1007.53,86.05,440.68
2123,12.68,41.4,1021.59,78.57,466.64
2124,12.91,42.07,1018.4,86.5,466.05
2125,33.97,72.29,1008.98,44.32,432.33
2126,10.72,45.0,1023.22,86.95,480.62
2127,6.63,39.42,1024.81,72.58,482.02
2128,13.48,39.85,1012.71,58.91,475.74
2129,6.65,39.33,1011.29,92.85,490.41
2130,30.08,73.42,1011.17,63.86,434.95
2131,22.11,59.8,1016.86,70.14,450.62
2132,25.65,69.45,1013.95,50.42,436.24
2133,14.51,44.84,1023.23,82.33,465.09
2134,27.11,48.6,1002.78,53.39,439.4
2135,30.96,71.77,1006.26,52.76,425.66
2136,11.22,40.22,1011.01,81.67,476.7
2137,24.62,72.24,1011.39,83.94,432.13
2138,31.13,64.05,1011.51,61.27,439.24
2139,20.65,57.5,1016.04,87.45,448.22
2140,23.89,65.18,1012.46,78.29,438.97
2141,21.48,61.27,1019.29,61.43,450.88
2142,21.93,57.17,1009.81,81.15,448.75
2143,14.54,41.16,1000.0,81.34,463.9
2144,16.27,44.21,1020.56,82.22,462.11
2145,22.76,49.02,1007.5,88.56,442.84
2146,32.77,72.86,1003.6,52.87,433.84
2147,16.5,49.39,1018.35,93.42,462.48
2148,26.29,68.24,1010.71,76.95,429.71
2149,23.73,63.94,1010.7,87.1,441.78
2150,29.25,78.87,1012.05,84.28,430.49
2151,18.96,44.58,1016.66,71.95,461.96
2152,22.92,58.62,1016.37,71.38,447.48
2153,30.13,68.94,1005.88,40.71,441.78
2154,10.34,37.5,1010.35,95.56,474.08
2155,11.92,41.2,1016.99,81.24,476.0
2156,18.45,42.44,1013.45,63.52,459.79
2157,7.2,40.35,1011.83,95.59,484.9
2158,28.11,77.95,1009.38,72.81,432.98
2159,23.81,46.93,1013.19,54.82,449.58
2160,15.21,50.88,1014.24,100.11,460.56
2161,14.24,44.84,1023.6,94.06,466.67
2162,30.28,79.74,1006.96,70.21,433.45
2163,25.21,60.37,1006.01,73.14,436.23
2164,22.1,68.12,1012.71,79.77,440.08
2165,23.79,48.06,1012.92,60.03,447.59
2166,6.67,39.33,1011.07,91.96,490.03
2167,29.41,59.27,1011.36,52.37,441.99
2168,17.76,40.55,1002.82,73.77,461.8
2169,12.54,43.69,1017.26,83.59,470.04
2170,18.89,66.86,1012.38,71.96,454.02
2171,17.68,44.92,1024.55,69.7,458.12
2172,25.34,64.27,1013.38,66.02,443.94
2173,16.86,39.63,1004.47,83.5,466.68
2174,12.08,40.24,1016.63,92.32,474.07
2175,25.52,61.25,1012.84,75.98,435.48
2176,9.28,41.38,1021.96,72.22,486.18
2177,13.51,43.22,1009.63,75.02,465.89
2178,11.87,41.58,1017.29,90.3,464.77
2179,11.77,40.71,1024.55,72.49,477.94
2180,27.64,75.6,1017.35,54.78,441.04
2181,17.78,52.08,1006.9,100.09,453.31
2182,17.7,38.52,1020.15,69.8,455.5
2183,13.86,41.58,1020.69,70.74,461.56
2184,13.08,41.74,1020.75,64.44,474.81
2185,8.82,34.69,1026.81,82.54,481.44
2186,13.11,42.99,1007.6,97.0,472.84
2187,10.74,41.46,1016.76,84.59,479.94
2188,10.42,43.79,1016.22,90.75,474.79
2189,8.47,40.46,1019.87,78.19,475.06
2190,32.89,66.44,1009.94,60.55,431.54
2191,7.05,40.69,1020.53,89.67,476.75
2192,19.04,68.28,1004.52,86.16,444.54
2193,11.12,41.54,1020.13,75.07,477.69
2194,9.41,39.61,1016.14,78.38,477.34
2195,19.17,52.9,1016.56,65.23,458.59
2196,21.16,45.38,1014.65,73.06,458.63
2197,19.66,59.87,1018.75,87.6,446.28
2198,17.19,43.14,1014.34,68.62,464.72
2199,6.22,39.85,1012.05,86.88,443.73
2200,9.15,39.61,1018.11,75.29,474.88
2201,21.18,44.57,1007.27,73.67,449.93
2202,25.06,78.92,1010.74,90.7,434.55
2203,20.76,44.58,1017.09,57.47,462.01
2204,18.91,45.01,1012.9,59.81,456.12
2205,28.69,58.33,1013.67,34.1,448.54
2206,24.23,49.3,1003.61,74.44,440.65
2207,23.62,56.85,1011.11,64.44,442.96
2208,22.89,62.39,1007.84,88.16,448.13
2209,30.33,70.36,1006.72,70.31,438.47
2210,31.59,43.5,1005.12,43.5,429.96
2211,22.69,48.14,1013.7,62.05,448.52
2212,8.99,36.66,1028.11,71.98,481.03
2213,11.48,44.58,1016.43,80.15,478.53
2214,13.02,40.1,1014.43,87.32,474.97
2215,31.38,70.83,1010.35,47.28,431.33
2216,32.57,65.74,1011.03,46.27,440.56
2217,29.14,75.23,1010.15,54.87,434.82
2218,24.98,71.98,1006.59,90.61,432.06
2219,13.77,43.13,1016.63,62.13,468.45
2220,21.69,57.17,1011.75,82.63,446.61
2221,25.88,61.47,1007.93,68.71,445.65
2222,16.51,41.79,1007.1,74.03,457.74
2223,20.79,50.66,1013.39,77.93,454.78
2224,9.18,42.44,1014.52,98.04,480.49
2225,26.51,67.25,1017.85,64.17,435.52
2226,31.54,72.58,1007.61,65.57,427.31
2227,28.37,71.64,1007.39,71.06,434.91
2228,10.39,40.22,1009.77,83.27,478.58
2229,14.58,42.99,1007.55,93.56,468.43
2230,21.69,44.57,1005.84,71.53,447.88
2231,31.0,77.95,1010.14,65.97,431.62
2232,17.86,45.0,1023.25,53.48,465.78
2233,14.59,42.44,1012.7,83.92,470.86
2234,17.47,43.56,1014.15,54.71,460.87
2235,13.61,42.34,1017.93,91.61,463.89
2236,11.26,44.92,1023.63,88.99,474.69
2237,15.68,43.7,1015.09,58.96,470.29
2238,11.87,40.67,1011.43,62.92,479.18
2239,25.1,71.77,1004.34,82.8,429.7
2240,26.03,59.07,1007.3,82.52,440.6
2241,15.21,52.75,1024.32,61.11,458.84
2242,26.55,73.67,1005.74,79.41,433.44
2243,5.21,43.65,1017.64,78.62,486.08
2244,31.39,69.59,1008.28,62.86,435.76
2245,24.27,74.99,1007.73,82.49,438.26
2246,19.21,58.49,1011.7,91.29,452.82
2247,26.1,66.25,1009.25,84.52,441.53
2248,12.84,39.54,1011.47,89.86,468.22
2249,22.7,59.92,1011.05,90.84,436.7
2250,11.02,40.0,1015.75,74.83,468.09
2251,28.4,59.27,1012.03,59.75,441.64
2252,14.78,41.17,1016.42,67.42,469.69
2253,23.81,57.5,1015.53,70.66,448.72
2254,26.43,58.41,1013.57,64.67,444.74
2255,9.88,39.66,1017.81,76.05,480.05
2256,19.11,50.16,1010.88,100.09,450.38
2257,14.45,43.71,1025.26,84.23,463.6
2258,18.83,63.91,1010.8,96.18,448.15
2259,24.6,63.94,1012.87,80.28,439.63
2260,30.57,69.71,1008.94,59.99,439.38
2261,23.29,68.51,1013.19,77.81,441.17
2262,25.94,60.75,1007.22,64.76,439.46
2263,26.71,77.95,1012.13,77.5,433.47
2264,29.58,66.51,1015.57,32.95,435.47
2265,11.56,40.71,1015.85,76.08,469.17
2266,18.36,53.16,1013.14,79.89,457.94
2267,14.2,42.86,1031.96,69.59,468.63
2268,24.26,47.93,1003.87,70.44,439.16
2269,18.11,52.08,1002.51,100.09,449.99
2270,22.34,52.84,1004.05,73.96,449.06
2271,22.45,41.54,1012.69,70.89,460.07
2272,26.82,64.96,999.72,63.55,427.51
2273,22.83,58.62,1017.82,69.76,450.96
2274,15.12,39.16,1006.55,76.99,463.78
2275,31.16,64.96,1001.71,44.85,425.82
2276,31.7,69.13,1000.29,46.27,427.95
2277,26.82,69.23,1013.28,50.86,436.36
2278,21.08,70.32,1011.39,88.79,440.59
2279,26.77,68.08,1010.83,63.48,432.91
2280,32.51,73.56,1007.06,59.6,435.23
2281,31.93,70.4,1005.27,73.71,432.29
2282,26.55,69.45,1013.88,55.39,435.64
2283,19.31,67.71,1005.31,77.15,446.23
2284,13.34,40.8,1026.56,64.85,474.47
2285,21.14,67.71,1006.38,56.78,445.12
2286,31.63,68.3,1014.8,42.02,426.86
2287,8.9,40.77,1011.67,90.26,479.18
2288,7.11,39.9,1008.82,87.76,484.21
2289,17.81,37.2,1011.98,67.27,470.97
2290,9.15,40.11,1023.82,75.4,475.01
2291,28.9,71.94,1007.29,64.77,427.41
2292,21.0,70.02,1010.22,95.11,447.29
2293,14.02,42.86,1030.86,68.36,467.29
2294,21.81,60.27,1015.93,91.38,441.85
2295,30.53,73.21,1000.37,74.17,430.2
2296,10.97,40.6,1015.0,87.59,478.69
2297,22.99,60.77,1017.97,78.47,447.62
2298,29.67,66.51,1015.6,34.1,434.8
2299,10.27,41.44,1017.04,77.09,479.3
2300,9.68,39.96,1026.09,99.28,470.22
2301,4.96,45.87,1007.32,98.78,481.88
2302,16.57,41.79,1005.82,72.25,452.84
2303,27.69,69.98,1008.52,60.93,433.47
2304,17.03,47.83,1004.94,79.68,460.43
2305,3.99,39.64,1011.53,83.58,492.06
2306,11.6,40.27,1008.55,72.12,473.89
2307,5.64,40.62,1015.76,85.98,483.17
2308,8.39,36.24,1013.39,89.13,480.69
2309,28.85,58.33,1013.78,41.39,444.0
2310,24.2,60.95,1014.82,59.42,448.43
2311,7.45,43.13,1019.31,86.32,485.6
2312,25.31,61.5,1009.31,63.31,437.03
2313,24.05,64.69,1006.63,69.2,438.36
2314,12.66,41.2,1015.88,89.12,466.49
2315,13.0,39.28,1016.7,81.94,473.6
2316,24.87,65.75,1006.45,65.75,435.6
2317,9.61,39.04,1023.45,75.66,483.86
2318,10.75,45.0,1023.68,89.37,481.96
2319,18.19,43.96,1011.87,79.68,464.58
2320,25.44,69.59,1008.22,80.73,433.97
2321,26.1,44.57,1007.47,55.15,446.49
2322,27.32,66.54,1004.95,72.58,431.33
2323,12.08,40.75,1015.84,86.9,476.84
2324,15.07,39.3,1019.0,63.62,464.7
2325,20.63,43.77,1010.71,62.34,448.25
2326,23.74,49.5,1013.2,49.51,463.4
2327,14.85,43.13,1016.02,55.29,470.37
2328,21.92,48.14,1013.44,67.8,449.65
2329,24.43,58.95,1017.18,57.73,441.4
2330,10.04,39.13,1011.26,88.91,474.61
2331,18.31,52.9,1015.99,66.14,459.61
2332,29.85,71.58,1010.04,58.66,432.26
2333,21.88,59.39,1015.58,87.19,442.92
2334,13.35,39.58,1012.41,83.45,465.85
2335,26.94,66.48,1005.46,60.62,440.12
2336,16.33,42.44,1013.98,84.9,462.44
2337,25.32,54.5,1015.5,68.17,451.52
2338,30.3,73.67,1005.57,58.74,431.57
2339,28.42,73.4,1011.39,62.72,438.25
2340,15.91,38.62,1016.2,63.63,462.25
2341,16.19,36.99,1007.37,92.4,462.94
2342,10.15,41.17,1019.38,82.3,480.71
2343,11.82,42.86,1014.12,88.28,476.7
2344,8.66,36.25,1028.22,86.96,479.66
2345,5.33,39.33,1009.61,94.97,491.17
2346,22.54,61.27,1019.12,54.02,450.01
2347,22.01,60.84,1017.55,83.82,441.9
2348,27.37,65.06,1013.09,50.92,440.5
2349,28.29,68.67,1005.46,69.22,436.4
2350,15.34,41.96,1012.08,100.12,468.33
2351,20.61,44.63,1008.54,77.54,456.68
2352,12.52,41.44,1016.08,68.94,477.18
2353,14.46,53.82,1016.55,68.11,462.6
2354,19.68,44.34,1019.49,49.5,468.27
2355,15.74,43.34,1013.38,81.45,463.24
2356,12.0,39.35,1015.48,82.51,476.64
2357,10.03,42.18,1017.3,85.99,475.74
2358,14.29,37.85,1009.98,92.81,468.63
2359,24.51,51.86,1014.64,67.57,446.74
2360,17.7,49.21,1015.16,67.91,455.97
2361,28.59,80.18,1011.36,89.18,431.55
2362,14.02,43.34,1016.06,85.8,466.38
2363,16.68,43.14,1018.39,76.48,459.83
2364,12.81,45.51,1015.46,79.97,469.27
2365,6.25,40.07,1020.19,65.24,494.39
2366,9.41,43.5,1021.0,88.74,473.84
2367,19.47,43.43,1011.66,69.93,451.38
2368,12.38,41.62,1012.37,84.15,461.07
2369,23.14,63.94,1017.49,53.19,446.57
2370,9.63,41.14,1027.99,87.89,469.73
2371,13.67,38.53,1009.3,81.85,470.39
2372,12.27,41.17,1019.39,52.18,473.84
2373,14.46,45.87,1008.26,89.44,458.69
2374,14.57,42.18,1015.13,74.89,465.75
2375,9.87,41.82,1033.04,68.57,475.58
2376,29.23,74.22,1008.49,57.88,428.9
2377,10.24,41.17,1019.73,82.04,479.78
2378,33.3,68.14,1003.02,53.43,426.88
2379,29.05,64.84,1011.1,51.39,442.58
2380,12.63,48.04,1013.0,100.13,464.6
2381,25.97,69.34,1009.43,88.11,435.02
2382,6.86,41.38,1021.35,90.78,487.49
2383,18.28,41.1,1002.0,65.69,460.03
2384,15.33,42.28,1008.19,66.15,465.2
2385,10.33,40.0,1021.35,90.84,479.32
2386,8.31,40.46,1020.07,78.18,476.72
2387,25.16,54.2,1012.69,58.02,441.99
2388,14.85,45.01,1013.12,85.53,460.19
2389,15.48,53.82,1016.1,64.77,462.69
2390,23.37,65.46,1016.25,48.64,447.07
2391,22.88,50.23,1016.11,63.77,458.08
2392,25.32,63.77,1014.55,74.69,441.5
2393,24.44,59.21,1017.36,61.45,445.82
2394,30.17,64.79,1017.06,43.81,439.75
2395,14.84,41.23,995.02,88.0,464.85
2396,27.96,49.16,1004.8,35.64,442.49
2397,18.67,44.06,1017.13,77.18,454.51
2398,22.56,66.48,1003.82,77.46,437.73
2399,24.91,58.69,1008.22,82.81,435.96
2400,26.11,70.36,1007.64,70.12,445.37
2401,19.95,58.46,1017.45,89.46,447.1
2402,32.63,69.89,1013.85,41.66,425.72
2403,14.21,39.16,1016.5,85.09,473.87
2404,28.18,60.07,1016.34,49.13,441.61
2405,6.67,39.37,1020.31,73.56,488.13
2406,13.27,52.75,1025.86,65.12,464.82
2407,10.37,37.83,1006.5,90.99,470.66
2408,26.11,52.36,1013.9,59.62,453.76
2409,18.68,53.29,1018.16,75.01,459.89
2410,12.12,41.17,1017.68,78.72,470.67
2411,12.07,38.25,1012.67,81.66,470.36
2412,7.54,40.72,1023.82,85.15,485.92
2413,13.61,38.47,1015.1,54.98,466.51
2414,13.61,41.74,1021.66,62.83,471.79
2415,12.25,44.58,1016.47,81.15,475.24
2416,26.1,74.16,1009.42,85.4,437.18
2417,26.09,60.23,1010.74,60.88,445.88
2418,32.14,68.31,1010.48,42.15,436.15
2419,21.55,44.57,1006.03,71.54,446.84
2420,5.74,40.62,1016.31,84.91,481.15
2421,31.41,74.16,1008.65,68.5,430.37
2422,34.97,73.56,1006.57,44.69,435.15
2423,12.32,41.26,1022.42,79.74,470.27
2424,31.32,71.29,1008.37,50.07,430.46
2425,27.97,58.84,1002.25,57.88,446.11
2426,26.23,70.72,1009.73,73.44,445.28
2427,24.8,61.02,1009.86,71.75,438.96
2428,28.35,71.14,1010.65,60.38,429.21
2429,29.84,74.87,1009.64,61.39,435.05
2430,30.95,71.58,1009.95,50.02,430.47
2431,13.38,40.12,1013.92,96.96,468.15
2432,28.54,69.59,1008.84,78.62,433.3
2433,28.52,57.82,1004.81,57.82,435.4
2434,28.62,59.14,1016.36,53.1,436.09
2435,16.78,41.35,1000.23,70.52,459.64
2436,10.08,43.14,1010.67,85.9,478.73
2437,13.07,43.13,1016.93,70.02,471.47
2438,17.99,43.79,1016.13,75.63,462.4
2439,15.46,44.6,1017.7,68.2,459.62
2440,27.11,66.49,1013.71,39.28,435.79
2441,22.6,69.84,1006.37,79.59,435.13
2442,32.09,72.86,1003.47,54.59,434.78
2443,20.03,47.45,1009.04,77.56,450.6
2444,22.63,70.47,1008.0,82.27,441.92
2445,27.06,70.47,1007.0,72.37,430.82
2446,14.24,45.01,1013.54,88.68,461.64
2447,25.79,59.43,1008.61,64.3,435.51
2448,8.62,39.54,1011.64,82.86,483.03
2449,30.34,75.08,1005.32,52.97,437.26
2450,23.55,62.96,1020.16,70.16,447.65
2451,26.21,65.12,1016.06,44.31,444.44
2452,12.89,48.14,1017.48,83.95,463.77
2453,25.68,58.41,1013.71,70.61,440.78
2454,18.85,48.06,1012.52,67.88,451.77
2455,11.49,35.76,1019.08,60.04,472.45
2456,13.6,42.86,1013.37,87.52,472.27
2457,22.56,60.29,1018.19,67.53,447.15
2458,26.43,77.17,1008.67,92.59,431.26
2459,12.2,44.77,1018.64,76.1,469.41
2460,30.17,75.08,1005.17,55.89,438.89
2461,21.55,60.27,1017.42,92.59,443.93
2462,23.48,72.99,1009.61,88.16,437.1
2463,21.19,52.3,1008.24,79.19,447.06
2464,13.61,42.34,1017.57,91.35,465.65
2465,9.82,36.18,1019.18,65.8,475.21
2466,8.02,39.04,1018.49,68.07,479.53
2467,11.2,41.54,1019.94,67.18,479.03
2468,29.21,72.25,1012.72,71.85,434.64
2469,22.21,48.14,1015.08,66.8,448.33
2470,11.34,43.67,1011.54,87.95,472.77
2471,19.13,50.78,1008.51,87.54,447.03
2472,15.19,42.03,1017.38,71.66,462.64
2473,27.49,71.94,1006.62,73.35,435.29
2474,16.57,43.7,1015.67,71.95,465.78
2475,9.38,43.7,1015.45,90.47,481.52
2476,6.43,36.08,1022.73,85.03,486.39
2477,11.86,40.27,1008.06,72.91,474.57
2478,10.42,41.46,1021.04,89.16,479.24
2479,29.85,68.24,1007.01,30.99,433.43
2480,23.1,59.43,1007.36,85.96,440.64
2481,22.25,60.77,1017.8,82.19,444.05
2482,11.43,44.78,1013.43,82.45,471.09
2483,18.06,50.16,1009.52,100.09,450.53
2484,30.52,70.4,1003.9,64.33,438.29
2485,16.58,45.87,1009.66,97.59,457.8
2486,29.72,68.24,1009.92,66.42,426.54
2487,25.6,73.67,1005.78,84.82,433.25
2488,22.18,65.46,1016.74,54.02,447.92
2489,17.89,44.78,1010.03,53.78,457.74
2490,26.56,56.57,1013.73,63.9,442.74
2491,29.6,69.82,1010.49,61.66,438.47
2492,10.96,41.93,1019.28,87.38,473.28
2493,19.78,54.42,1011.74,89.34,456.84
2494,25.79,75.6,1017.46,75.63,434.65
2495,13.09,54.3,1017.61,82.38,471.0
2496,24.4,71.14,1009.7,59.26,436.68
2497,8.27,35.77,1015.3,73.36,478.13
2498,22.86,58.96,1014.03,54.96,451.82
2499,12.57,39.18,1023.09,77.28,471.87
2500,12.65,44.03,1007.13,85.23,466.01
2501,7.4,40.72,1022.56,87.67,484.29
2502,30.36,68.08,1010.76,51.32,429.97
2503,12.71,43.8,1023.15,71.16,466.2
2504,18.56,42.18,1001.46,99.59,456.61
2505,26.88,73.56,1004.85,94.36,430.63
2506,15.92,44.85,1015.84,59.99,467.41
2507,29.7,57.35,1005.63,57.35,433.27
2508,9.53,40.23,1017.74,89.05,484.0
2509,17.72,39.99,1007.34,72.3,461.7
2510,7.55,39.22,1014.53,77.76,482.19
2511,28.43,73.18,1012.52,71.05,427.11
2512,7.84,40.07,1016.68,47.63,488.7
2513,8.8,39.42,1025.17,68.72,476.5
2514,24.44,52.84,1006.39,49.05,440.2
2515,13.97,38.47,1015.15,55.28,464.3
2516,5.89,35.77,1019.78,79.58,479.86
2517,24.03,62.44,1010.96,79.88,430.66
2518,25.43,70.17,1000.46,87.84,436.43
2519,5.74,37.8,1021.37,74.47,490.81
2520,19.44,59.21,1018.5,88.35,448.04
2521,14.72,39.0,1016.42,76.42,464.93
2522,19.15,57.76,1019.62,74.89,458.66
2523,19.96,39.53,1006.16,62.77,460.49
2524,9.08,42.49,1010.67,85.35,481.46
2525,6.57,43.65,1018.24,74.47,481.46
2526,18.94,46.93,1010.22,75.45,441.41
2527,4.87,42.85,1012.69,94.72,482.05
2528,9.37,40.11,1024.94,75.03,471.13
2529,9.06,39.3,1019.73,84.23,480.41
2530,18.88,62.96,1020.62,82.01,456.18
2531,28.47,67.69,1004.79,56.51,430.67
2532,25.67,69.88,1007.84,83.32,441.35
2533,24.31,63.86,1019.47,58.54,442.69
2534,16.7,50.88,1015.11,97.25,456.18
2535,25.04,63.86,1018.92,52.79,441.6
2536,20.97,47.43,1007.64,71.18,448.22
2537,14.44,41.2,1015.96,81.97,469.85
2538,23.54,67.83,1009.44,65.48,426.24
2539,9.68,41.44,1015.19,87.34,479.89
2540,5.85,41.55,1001.95,99.41,484.47
2541,13.68,45.08,1024.91,85.26,467.02
2542,23.16,57.76,1017.74,63.79,451.79
2543,30.88,69.51,1011.48,46.58,433.14
2544,9.76,40.71,1020.88,91.82,470.95
2545,33.58,77.54,1010.19,53.49,433.75
2546,18.22,44.34,1019.35,56.78,469.27
2547,22.55,47.45,1008.65,67.9,447.42
2548,34.43,68.51,1010.17,34.09,431.39
2549,26.57,48.06,1013.23,40.24,439.54
2550,20.92,70.02,1010.23,95.58,444.64
2551,15.07,43.48,1015.22,57.74,459.96
2552,9.47,41.4,1026.21,89.08,480.79
2553,27.34,71.64,1008.12,72.22,438.76
2554,22.96,45.01,1012.21,50.81,450.37
2555,28.81,64.96,1000.46,68.05,427.91
2556,14.82,40.0,1016.32,66.3,458.46
2557,24.92,63.94,1017.7,44.92,441.07
2558,26.86,71.14,1007.11,76.61,426.97
2559,32.12,69.98,1013.31,54.3,429.86
2560,5.71,40.77,1022.49,87.9,487.48
2561,26.43,66.48,1004.36,55.9,435.59
2562,21.4,59.21,1017.84,78.01,444.15
2563,24.55,58.86,1015.22,60.53,445.8
2564,26.41,68.24,1010.6,77.79,428.52
2565,21.97,58.12,1014.21,85.93,448.91
